,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E06000058,E06000059,E06000060,E06000061,E06000062,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,S12000005,S12000006,S12000008,S12000010,S12000011,S12000013,S12000014,S12000017,S12000018,S12000019,S12000020,S12000021,S12000023,S12000026,S12000027,S12000028,S12000029,S12000030,S12000033,S12000034,S12000035,S12000036,S12000038,S12000039,S12000040,S12000041,S12000042,S12000045,S12000047,S12000048,S12000049,S12000050,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E07000189,0,0,0,4,1,0,1,2,0,0,1,0,3,1,1,1,2,2,4,3,2,195,145,155,76,27,9,6,3,5,1,1,6,5,16,5,2,10,4,2,3,46,12,0,0,4,2,11,40,0,576,1,7,2,121,5084,21,0,2,0,0,0,3,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,575,152,76,22,16,25,5,9,1,0,1,0,0,1,0,1,0,3,7,1,1,0,0,0,2,6,8,0,7,6,6,18,3,4,13,19,10,1,18,7,33,17,0,3,3,0,11,2,1,0,0,1,0,1,1,4,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,7,0,5,3,4,0,0,7,0,0,0,1,0,1,16,0,0,0,0,1,0,0,0,0,0,2,6,8,2,13,2318,844,67088,0,0,3,1,0,0,0,5,1,1,1,4,2,7,5,0,3,2,0,1,3,2,1,0,3,1,1,0,0,6,6,4,1,1,0,1,4,3,0,1,7,4,0,3,0,5,2237,0,2,10,2,2,4,1,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,8,4,0,0,1,0,0,7,1,0,3,2,0,11,2,1,0,3,0,13,0,6,3,1,4,11,2,0,7,27,7,6,9,7,7,0,3,0,2,6,8,1,3,2,9,31,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,3,0,1,0,4,0,0,3,1,3,1,6,0,0,3,12,1,2,0,3,1,3,3,3
E07000192,0,0,0,0,0,0,5,0,2,6,0,0,0,0,96,8,1,13,7,308,213,2,2,0,5,2,0,2,0,2,0,0,4,1,1,1,7,2,4,6,1,3,0,1,3,29,5,146,0,0,25,2,1,2,0,1,15,6,13,0,0,0,1,1,0,0,0,0,0,0,6,1,1,12,3,0,1,133,4,0,1,3,0,2,0,1,0,0,0,0,0,2,1,2,0,0,6,1,0,0,0,1,0,1,0,1,0,5,2,1,1,0,3,2,1,3,0,4,0,5,0,0,0,6,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,3,0,3,0,0,1,0,1,0,0,9,4,4,21,1,47,1,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,3,10,3,0,2,0,5,6,6,3,3,1,4,9,2,2,3,3,0,0,0,30426,961,3834,58,2308,2530,75,347,0,0,1,0,0,6,1,1,4,0,2,0,0,0,304,40,23,24,19,0,0,0,1,0,0,0,25,6,23,7,15,7,3,3,0,0,0,3,2,2,0,18,3,0,3,3,0,1,5,0,3,0,1,0,5,1,0,1,0,0,0,3,1451,62,242,499,201,2554,1268,3,0,0,4,1,0,2,0,1,2,4,1,6,0,2,1,0,0,3,0,1,0,3,2,1,2,0,3,0,0,3,0,0,4,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,3,1,0,2,1,0,0,0,6,0,0,0,0,0,2,2,1,6,1,0,0,0,0,2,2
E07000193,0,2,0,0,0,0,5,2,2,0,2,0,3,0,2170,83,4,155,5,59,575,0,9,2,7,6,0,1,2,2,0,0,9,2,2,1,0,4,1,10,0,8,0,0,3,82,4,21,0,0,17,1,2,1,8,12,8,13,37,7,0,0,2,1,2,1,1,1,0,0,172,25,15,710,106,14,16,3720,2,3,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,6,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,4,5,1,1,1,5,0,6,1,0,1,0,5,1,0,4,0,0,0,0,2,2,3,0,2,0,0,0,2,0,0,1,0,1,0,2,5,1,26,89,2,65,14,922,7,2,2,3,14,0,3,1,1,0,1,0,0,0,1,0,2,2,4,0,2,1,27,11,35,14,10,8,39,8,4,6,4,5,6,0,4,350,43349,2089,83,95,587,728,427,0,0,1,0,0,6,1,1,1,0,0,0,0,0,299,38,36,13,26,0,0,0,0,0,0,0,9,3,5,5,7,2,17,2,3,1,2,1,5,1,0,17,2,1,7,6,2,1,2,0,12,1,2,0,4,11,10,16,0,3,0,1,662,48,23,56,115,189,96,7,2,1,8,3,1,6,2,1,3,0,2,4,0,0,2,0,2,7,0,0,2,9,1,0,1,1,5,0,1,3,0,2,3,0,2,0,1,9,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,3,2,1,2,0,0,0,0,3,1,0,0,0,0,4,2,1,0
E07000194,0,1,0,0,1,0,5,0,0,3,2,0,0,6,274,32,7,49,6,81,106,1,2,2,0,3,0,0,1,2,2,1,3,0,5,0,0,5,1,3,0,5,0,0,0,25,5,57,7,0,22,1,4,3,0,5,8,17,18,3,0,0,3,6,0,2,0,0,0,0,17,1,6,26,16,0,3,272,1,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9,3,1,5,1,3,1,0,1,4,0,4,0,0,2,0,1,1,1,0,3,1,4,3,1,0,0,0,0,0,2,0,1,1,1,2,0,5,0,2,0,1,0,0,0,2,0,13,38,8,90,4,154,3,0,5,0,5,2,2,0,0,0,0,2,0,1,0,0,0,2,4,0,0,0,11,2,10,0,4,9,9,21,5,3,0,8,0,0,1,2051,1466,33646,13,441,621,40,1661,0,3,1,0,0,2,1,0,0,1,7,0,0,5,954,73,34,59,60,0,1,2,2,0,0,0,22,2,34,14,18,2,3,3,4,0,0,3,3,2,0,4,1,1,1,3,2,2,1,0,5,0,1,0,0,7,1,6,0,0,0,0,3523,150,118,451,469,2145,472,2,1,2,6,2,0,12,0,0,0,0,1,4,1,2,0,1,5,2,1,0,0,12,2,5,2,0,4,0,1,0,0,0,6,4,4,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,1,11,0,0,1,0,5,3,0,4,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E07000195,0,0,2,0,1,8,42,4,0,2,0,3,3,4,74,9,3,13,3,105,13568,6,1,2,8,7,0,4,5,5,0,3,17,1,7,3,1,3,2,7,1,3,0,1,7,3476,210,495,4,0,19,1,9,8,2,6,5,7,12,0,0,1,3,0,0,6,0,3,0,2,7,1,2,21,5,27,4,55,1,0,0,0,0,1,1,0,0,1,0,3,0,1,0,0,1,4,6,3,0,0,1,0,0,1,4,1,2,1,4,0,0,0,2,2,4,0,4,1,0,3,0,5,1,0,0,2,2,1,3,0,0,0,1,0,2,1,0,0,6,5,2,1,1,2,2,2,3,11,11,2,5,10,1,6,0,29,1,0,3,0,8,0,1,3,3,2,0,1,0,0,1,3,1,6,12,0,0,1,3,2,6,1,2,2,1,4,1,1,2,5,0,0,3,48,395,37,34018,58,1586,962,6,0,4,1,0,0,2,1,0,5,0,3,3,0,0,6,1,4,6,9,0,0,2,3,2,0,0,7,2,1,3,2,0,4,3,1,0,1,1,2,8,3,110,11,2,31,41,6,32,13,3,30,9,5,9,11,4,3,2,4,2,0,2,95,15,20,36,27,37,77,5,1,7,15,1,2,1,2,2,0,3,3,9,3,2,1,0,1,3,0,2,2,10,1,0,0,0,0,1,0,1,0,0,5,5,0,2,3,8,0,1,0,1,0,0,0,0,0,0,7,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6,4,1,11,27,0,0,0,3,0,0,3,0,0,1,0,0,0,0,5,0
E07000196,0,0,0,0,0,2,4,3,1,2,0,0,0,0,44,7,2,8,27,940,225,0,4,2,1,0,0,0,2,5,0,0,0,1,1,0,0,2,0,10,0,4,2,0,0,93,8,751,1,0,15,1,3,0,2,5,10,9,9,2,0,0,2,0,0,0,0,1,0,0,5,0,1,5,6,3,0,60,0,0,0,2,6,5,0,2,0,0,0,0,1,1,1,1,0,1,2,2,0,0,0,0,0,1,2,3,4,0,6,3,1,2,8,1,5,0,0,5,1,5,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,16,0,0,0,0,2,3,0,8,5,8,5,0,14,1,0,2,0,3,0,0,0,0,0,0,5,0,0,0,1,1,3,2,0,0,0,1,2,2,1,2,1,0,11,6,5,6,11,0,0,0,2780,195,779,51,28245,1163,105,132,1,0,1,0,0,1,0,0,3,1,0,0,2,0,119,19,29,25,35,0,0,2,0,0,0,0,104,6,27,47,48,202,0,5,0,2,2,1,3,5,0,10,0,1,1,6,0,1,1,0,8,3,0,1,1,3,1,1,0,2,0,0,1429,70,2532,1332,184,2537,5749,1,2,3,7,0,0,4,0,0,0,1,2,4,0,5,1,4,2,3,0,0,1,5,1,2,4,1,0,1,2,0,0,0,1,5,1,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,6,0,0,4,0,0,1,1,5,0,0,0,0,0,0,2,0
E07000197,0,0,3,1,0,5,20,1,1,1,1,0,2,1,94,8,1,18,5,791,4597,1,4,3,3,7,0,2,3,3,1,1,13,4,10,3,0,2,2,6,1,7,0,1,1,375,44,438,4,0,36,3,2,5,2,29,10,5,8,3,0,0,4,0,0,3,3,2,0,8,12,2,2,48,6,4,3,99,5,1,1,5,5,3,0,2,2,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,3,2,6,0,2,1,4,4,1,5,2,5,2,0,0,6,2,4,2,3,2,0,3,4,0,2,0,1,0,0,0,0,0,2,0,0,1,3,2,0,0,0,3,1,1,2,1,2,3,6,6,17,0,39,1,3,7,3,12,2,9,2,1,1,0,2,0,0,0,0,4,8,11,0,0,0,5,0,4,1,4,4,2,7,3,7,5,15,1,0,5,1434,945,652,1132,1290,49399,602,54,2,0,4,0,0,4,1,0,2,1,0,0,0,0,80,13,34,7,22,0,0,0,2,1,0,0,17,4,9,4,6,8,2,4,1,0,1,4,5,10,12,49,4,3,19,20,3,17,2,3,15,3,6,3,0,10,4,5,3,1,1,1,631,34,108,229,69,492,768,6,0,6,14,2,6,9,0,4,2,1,0,21,1,0,2,10,1,5,0,0,3,17,0,3,3,3,6,1,0,0,0,4,5,1,0,2,2,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,3,1,1,1,0,0,0,0,3,2,0,0,0,0,1,5,23,1,3,0,0,1,0,3,1,2,0,0,2,0,0,0,1
E07000198,0,0,1,0,0,6,26,1,2,0,6,0,0,0,197,4,0,11,1,35,6439,1,1,0,0,1,0,1,1,2,2,0,17,3,4,0,0,0,3,5,2,0,1,0,1,2768,62,63,1,0,12,2,0,3,2,4,4,0,8,3,0,0,3,2,0,3,1,2,1,2,34,3,6,478,22,263,4,206,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,4,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,2,0,0,3,2,2,0,1,3,2,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,3,5,0,1,0,0,0,0,3,2,0,6,6,0,6,0,23,0,0,5,0,7,0,0,0,0,0,1,2,0,0,0,1,5,6,6,1,0,0,6,1,3,2,1,3,5,2,1,4,3,4,1,2,3,80,1863,107,1364,68,1060,28779,46,0,0,1,0,0,0,3,0,0,0,1,0,1,1,21,3,4,2,2,0,0,2,2,0,0,0,3,1,2,1,3,0,6,2,0,0,0,2,4,5,6,107,6,5,15,80,9,25,3,4,9,2,1,2,0,6,11,10,1,0,0,1,87,4,13,19,9,43,31,4,0,3,4,1,0,6,0,0,2,0,0,3,0,0,1,0,2,0,1,0,1,6,3,0,2,0,1,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
E07000199,0,0,0,0,0,1,0,1,0,0,1,1,0,2,118,47,0,33,1,37,34,1,5,2,1,4,0,0,0,1,0,4,2,1,5,1,0,3,0,8,0,2,0,1,1,20,0,13,0,0,12,2,5,0,0,3,6,12,29,1,0,0,2,0,0,1,0,0,0,0,15,2,6,7,13,0,0,211,0,1,1,1,1,0,0,1,1,0,1,0,0,2,0,0,0,1,2,0,0,0,0,3,1,1,2,0,8,0,1,2,0,0,3,2,2,0,1,1,2,3,0,4,3,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,35,31,20,199,4,323,6,0,1,2,7,0,4,0,1,0,0,0,0,2,0,0,2,0,2,0,0,2,6,1,8,2,1,0,6,12,3,0,5,6,0,0,4,204,669,2419,5,79,104,28,22849,0,0,1,0,0,1,0,2,0,0,0,0,0,2,4823,300,98,61,92,0,1,3,0,0,0,0,23,5,39,11,9,7,3,4,1,0,1,0,5,0,0,2,1,0,1,2,0,2,2,0,2,0,1,0,0,5,1,6,0,0,0,1,2857,316,41,157,900,311,80,4,0,1,12,2,0,9,0,0,6,0,2,2,2,3,0,0,1,1,0,0,1,12,0,1,2,0,5,0,1,0,1,0,2,3,0,0,1,8,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,3,1,3,3,2,1,0,0,0,1,0,3,0,0,0,0,2,1
E07000200,0,0,1,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,2,1,0,0,1,4,0,1,10,5,17,17,2,1,3,0,0,2,2,4,0,2,2,0,0,2,1,5,4,0,16,7,6,0,0,4,10,3,2,81,56,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,22,1101,15,6,202,1797,21,13,33,5,497,166,0,0,1,0,2,0,0,0,1,3,1,3,0,0,0,1,3,10,1,4,6,6,0,0,0,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,1,0,53,2,2,8,12,24,31,0,0,3,3,0,0,0,0,0,0,0,2,0,1,2,2,1,2,5,0,0,3,0,0,1,0,0,0,0,0,30708,2907,1091,2,1,4,1,3,0,0,2,0,0,0,1,1,4,2,1,0,0,4,3,0,0,0,0,0,2,1,0,0,5,7,22,5,927,2214,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,3,0,1,3,0,1,84,13,4,4,1,5,35,4,0,13,15,14,8,5,1,31,7,4,15,8,0,10,3,1,19,12,0,11,3,22,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0
E07000202,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,3,0,0,2,2,4,3,2,1,1,0,0,4,6,8,10,3,2,1,1,1,0,6,7,2,4,1,0,1,0,1,6,4,0,19,1,2,0,4,4,8,6,3,51,77,3,12,54,0,1,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,8,0,0,0,3,19,261,12,4,120,953,4,9,17,2,379,37,0,3,0,0,0,0,0,2,0,3,4,1,1,2,3,0,1,2,3,0,1,0,3,0,1,6,0,1,1,1,3,2,0,7,2,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,5,6,0,86,9,5,10,1,89,66,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,3,0,0,1,0,2,0,1,0,3112,50328,3215,2,0,5,2,3,7,2,8,0,0,1,0,1,1,2,4,0,0,1,8,0,0,0,0,0,0,2,1,1,22,8,4,5,6234,989,1,1,4,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,18,1,0,4,3,0,0,0,0,0,4,0,1,32,9,1,4,7,3,15,11,4,4,6,10,9,10,1,22,7,3,8,4,7,8,4,2,14,2,0,12,3,30,6,7,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E07000203,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,2,2,0,2,0,1,1,2,2,2,0,0,6,4,6,12,0,5,2,0,0,0,0,2,3,6,0,0,0,0,1,6,1,0,12,6,13,1,0,1,6,4,2,154,91,4,22,144,1,1,1,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,3,13,91,4,7,55,320,3,4,11,5,106,41,0,0,0,0,0,0,0,1,0,2,3,3,0,2,4,4,2,2,2,0,10,3,1,0,0,2,1,1,0,2,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,3,0,0,2,0,5,1,3,1,361,46,22,31,14,114,1000,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,3,4,4,0,1,0,0,1,0,0,0,3,4,0,1247,3294,34871,0,0,2,0,1,1,2,4,2,1,0,2,0,0,2,1,1,0,2,3,0,0,0,0,0,1,0,0,0,4,8,12,7,1944,5298,2,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,1,0,1,1,0,2,0,1,2,0,0,33,2,2,4,4,1,17,1,4,7,8,10,3,0,1,19,10,3,3,16,0,11,1,6,13,5,1,5,5,14,1,2,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
E07000207,0,0,0,0,0,0,0,1,0,2,0,0,0,2,3,3,0,1,0,0,0,3,8,4,1,5,0,4,0,8,2,4,4,49,17,19,116,91,24,1,8,9,3,5,0,2,0,0,4,0,5,2,7,1,7,6,123,0,3,3,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,5,1,1,4,1,0,0,1,1,3,3,2,3,0,1,0,0,0,2,0,0,1,23,12,6,7,3,27,2,4,55,2,8,6,4,18,0,18,14,0,2,7,0,1,7,10,0,2,1,2,3,0,3,0,0,0,3,0,1,0,1,2,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,6,5,3,6,3,0,1,1,0,2,0,0,1,0,0,0,0,0,52177,410,612,493,164,1138,878,159,30,124,696,1,0,0,1,1,0,7,14,47,17,9,5,2,0,0,0,0,0,22,13,2,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,2,0,1,1,1,0,0,1,0,1,7,5,0,1,1,2,0,0,0,2,3,0,0,421,3,8,3,48,26,245,97,162,9,11,39,285,13,14,2,465,631,100,225,2106,250,11,504,13,4,1252,203,246,162,6,496,699,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0
E07000208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,2,6,12,5,6,39,26,6,6,8,3,0,0,1,1,0,0,3,0,3,1,3,0,4,3,20,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,10,0,0,0,1,0,0,6,2,2,1,1,4,0,0,0,0,1,1,0,1,12,11,0,1,1,11,0,2,40,1,2,1,7,12,0,4,7,6,1,6,1,5,8,12,1,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,775,28235,258,1008,778,145,121,53,93,47,149,1,0,0,1,1,2,1,10,69,16,16,2,0,0,0,0,0,0,11,9,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,2,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,2,1,0,193,1,12,9,32,27,178,291,70,8,11,22,172,5,4,2,150,161,55,149,1897,278,29,785,14,1,304,167,1467,63,10,571,424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
E07000209,0,0,0,0,2,0,1,0,0,0,17,0,0,1,0,0,3,4,2,0,1,4,6,1,3,0,4,9,1,9,3,6,8,160,54,81,61,86,105,11,19,35,17,3,1,2,0,2,5,0,33,1,5,0,14,31,76,4,8,0,1,0,4,2,1,1,0,1,0,0,2,0,1,0,2,0,1,0,4,0,0,1,1,0,0,0,4,2,5,0,1,7,5,1,0,3,7,5,0,1,1,0,3,5,1,0,2,2,1,144,292,11,20,3,352,15,14,1349,18,44,2,6,5,1,10,14,5,3,7,4,2,7,9,2,5,1,8,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,0,1,0,1,2,0,0,1,0,0,0,4,0,1,0,0,2,5,4,0,2,0,0,0,0,1,0,1,1,11,10,12,9,3,3,4,4,3,1,1,0,0,3,0,0,0,1,3,949,181,55024,697,244,490,136,994,45,2720,1702,0,1,1,2,0,5,10,85,67,79,23,6,0,0,1,0,0,0,23,7,2,4,2,2,2,0,2,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,2,4,0,0,1,14,0,0,1,5,0,1,1,0,0,1,0,0,151,2,9,11,18,32,99,64,52,8,14,13,93,3,4,1,228,149,30,71,305,130,13,136,17,1,161,87,121,57,4,187,285,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
E07000210,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,2,0,3,0,5,0,4,5,15,1,5,24,15,11,5,19,9,3,0,0,2,0,2,1,0,9,2,0,0,10,5,26,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0,3,1,0,0,1,0,0,2,0,0,0,1,5,0,1,0,0,1,0,13,15,0,1,3,17,1,2,38,2,7,0,5,8,1,9,6,2,0,8,0,2,16,30,2,2,0,15,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,2,3,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,947,1017,1105,32365,1468,176,81,51,199,291,195,0,0,0,0,3,6,7,18,404,269,87,12,1,0,0,0,0,0,7,4,0,1,0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,1,0,0,2,2,0,111,2,4,7,6,31,81,166,22,3,10,16,69,5,4,1,125,83,29,87,572,138,7,237,12,1,118,52,451,46,0,192,281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0
